scenario,group,day,mean_demand,demand_p05,demand_p50,demand_p95,optimized_capacity,optimized_expected_cost,optimized_shortage_probability,optimized_expected_shortage,optimized_expected_unused,mean_policy_capacity,mean_policy_expected_cost,mean_policy_shortage_probability,mean_policy_expected_shortage,mean_policy_expected_unused
uncertainty_alpha_2_cv_0.05,uncertainty,13,59520.86249058878,54553.95,59562.0,64455.0,62313,4471.3363,0.1803,282.1886,3060.3933,59521,7223.9603,0.5049,1206.2926,1192.4973
uncertainty_alpha_2_cv_0.05,uncertainty,14,55588.7622311351,51021.95,55588.5,60146.0,58302,4152.7166,0.167,238.2526,2961.4536,55589,6653.1358,0.4998,1107.1558,1117.3568
uncertainty_alpha_2_cv_0.05,uncertainty,15,51923.08007377571,47690.95,51891.5,56135.05,54501,3908.9645,0.1593,217.7396,2820.2665,51923,6162.3157,0.4947,1022.9648,1047.4917
uncertainty_alpha_2_cv_0.05,uncertainty,16,48514.28391363494,44555.8,48588.5,52540.399999999994,50866,3649.602,0.1755,227.8477,2510.3635,48514,5963.9082,0.5122,1005.5654,936.0812
uncertainty_alpha_2_cv_0.05,uncertainty,17,45347.91784558243,41678.9,45377.0,49025.05,47540,3380.0759,0.1653,199.0151,2385.0004,45348,5414.1801,0.5052,903.3658,897.3511
uncertainty_alpha_2_cv_0.05,uncertainty,18,42408.231169760904,38950.9,42448.0,45869.05,44497,3145.4164,0.1604,177.1721,2259.5559,42408,5058.3246,0.5065,844.1568,837.5406
uncertainty_alpha_2_cv_0.05,uncertainty,19,39679.594177116625,36357.95,39691.0,42975.1,41599,3008.5502,0.172,182.6716,2095.1922,39680,4836.1782,0.5017,807.1096,800.6302
uncertainty_alpha_2_cv_0.05,uncertainty,20,37147.04799450386,34108.95,37159.5,40301.1,38990,2850.0182,0.1656,171.8523,1990.7567,37147,4535.197,0.5017,759.8821,735.7865
uncertainty_alpha_2_cv_0.05,uncertainty,21,34796.502380850645,31867.0,34816.0,37692.0,36451,2623.5314,0.1771,161.9241,1813.9109,34797,4215.5416,0.5042,702.9258,700.9126
uncertainty_alpha_2_cv_0.05,uncertainty,22,32614.785985581126,29891.95,32627.0,35312.1,34161,2456.5785,0.1754,153.4624,1689.2665,32615,3946.6109,0.5031,659.4678,649.2719
uncertainty_alpha_2_cv_0.05,uncertainty,23,30589.633806974274,28087.0,30577.0,33113.149999999994,32076,2297.1026,0.1667,135.9132,1617.5366,30590,3692.9962,0.4975,616.2288,611.8522
uncertainty_alpha_2_cv_0.05,uncertainty,24,28709.648273698196,26311.95,28717.5,31067.0,30083,2118.322,0.1675,125.0208,1493.218,28710,3418.2962,0.5022,570.5165,565.7137
uncertainty_alpha_2_cv_0.05,uncertainty,25,26964.250104750587,24798.0,26968.0,29141.1,28245,1993.0117,0.1695,119.1182,1397.4207,26964,3179.1283,0.5015,530.3043,527.6068
uncertainty_alpha_2_cv_0.05,uncertainty,26,25343.62628244003,23227.0,25323.0,27471.05,26552,1930.6144,0.1667,117.8122,1341.5534,25344,3032.7218,0.495,502.8301,518.5713
uncertainty_alpha_2_cv_0.05,uncertainty,27,23838.67850246028,21902.95,23861.5,25836.0,25006,1790.6585,0.172,108.8725,1246.296,23839,2912.6303,0.5077,490.3678,460.7913
uncertainty_alpha_2_cv_0.05,uncertainty,28,22440.973622976835,20611.9,22440.0,24257.05,23579,1666.2002,0.1527,87.1688,1230.3562,22441,2633.6662,0.4992,438.0798,443.2672
uncertainty_alpha_2_cv_0.05,uncertainty,29,21142.69675801147,19438.0,21149.0,22872.1,22174,1570.6496,0.1564,87.9863,1130.7181,21143,2481.2286,0.5025,411.5828,423.3146
uncertainty_alpha_2_cv_0.05,uncertainty,30,19936.607235390104,18289.9,19944.0,21563.05,20915,1483.1025,0.1614,85.4234,1055.9855,19937,2377.5501,0.503,397.498,390.0601
uncertainty_alpha_2_cv_0.05,uncertainty,31,18815.997431737283,17300.0,18820.0,20358.1,19759,1396.228,0.1638,77.5021,1008.7175,18816,2257.3434,0.5015,378.188,366.4034
uncertainty_alpha_2_cv_0.05,uncertainty,32,17774.65439638745,16312.75,17796.0,19249.0,18627,1343.6293,0.1762,83.9456,923.9013,17775,2174.9635,0.5113,364.5013,352.457
uncertainty_alpha_2_cv_0.05,uncertainty,33,16806.824129601537,15424.95,16810.0,18213.0,17625,1267.5614,0.1646,75.6228,889.4474,16807,2026.893,0.5014,338.5114,334.336
uncertainty_alpha_2_cv_0.05,uncertainty,34,15907.178361419696,14603.95,15920.5,17199.1,16670,1180.104,0.1727,71.1116,824.546,15907,1919.4284,0.5068,321.499,311.9334
uncertainty_alpha_2_cv_0.05,uncertainty,35,15070.783673053393,13827.95,15061.5,16316.0,15798,1135.7235,0.1669,68.0069,795.689,15071,1815.6245,0.4958,302.4904,303.1725
uncertainty_alpha_2_cv_0.05,uncertainty,36,14293.072805226931,13121.0,14296.0,15469.05,14987,1068.3113,0.1694,62.8404,754.1093,14293,1725.9817,0.5019,288.1188,285.3877
uncertainty_alpha_2_cv_0.05,uncertainty,37,13569.818004386472,12463.0,13586.0,14680.05,14251,1008.7205,0.1608,56.2409,727.516,13570,1635.6755,0.51,274.2334,264.5085
uncertainty_alpha_2_cv_0.05,uncertainty,38,12897.1062657176,11839.0,12884.0,13944.0,13523,965.8499,0.1668,56.0844,685.4279,12897,1534.1847,0.4905,255.1402,258.4837
uncertainty_alpha_2_cv_0.05,uncertainty,39,12271.316340621352,11278.0,12270.0,13283.0,12868,918.545,0.1685,54.4294,646.398,12271,1476.1214,0.4991,246.8588,241.8274
uncertainty_alpha_2_cv_0.05,uncertainty,40,11689.097385009429,10724.0,11681.0,12658.05,12241,882.9586,0.1726,54.8646,608.6356,11689,1393.8922,0.4924,232.0202,233.7912
uncertainty_alpha_2_cv_0.05,uncertainty,41,11147.349133293195,10232.95,11145.5,12056.0,11685,834.6954,0.1625,48.8867,590.2619,11147,1317.6818,0.4979,219.0511,222.4263
uncertainty_alpha_2_cv_0.05,uncertainty,42,10643.203491023547,9765.95,10645.0,11522.0,11162,793.355,0.163,45.6554,565.078,10643,1276.703,0.5012,212.7134,213.136
uncertainty_alpha_2_cv_0.05,uncertainty,43,10174.007446577903,9343.95,10176.5,11028.0,10652,765.7882,0.1747,48.4448,523.5642,10174,1223.7408,0.5021,204.4369,201.5563
uncertainty_alpha_2_cv_0.05,uncertainty,44,9737.307209617866,8954.0,9735.0,10539.0,10212,734.6843,0.1681,43.5703,516.8328,9737,1168.9171,0.4981,195.1091,193.3716
uncertainty_alpha_2_cv_0.05,uncertainty,45,9330.833490139685,8555.95,9331.0,10080.0,9775,691.2531,0.1646,40.4069,489.2186,9331,1100.9571,0.4991,182.6909,187.5026
uncertainty_alpha_2_cv_0.05,uncertainty,46,8952.487838642539,8233.0,8953.0,9690.05,9396,662.4216,0.1578,36.9201,477.8211,8952,1066.728,0.5006,178.3045,175.2055
uncertainty_alpha_2_cv_0.05,uncertainty,47,8600.32997254991,7897.95,8601.0,9310.0,8993,645.2368,0.1742,41.8729,435.8723,8600,1021.3042,0.5004,170.0508,171.0502
uncertainty_alpha_2_cv_0.05,uncertainty,48,8272.566020641545,7579.0,8275.0,8960.05,8665,625.04,0.1723,38.9845,430.1175,8273,997.47,0.5008,166.3895,165.5225
uncertainty_alpha_2_cv_0.05,uncertainty,49,7967.5376199817,7317.0,7968.0,8617.05,8350,589.3179,0.162,34.1971,418.3324,7968,935.1467,0.4995,155.5019,157.6372
uncertainty_alpha_2_cv_0.05,uncertainty,50,7683.711806588119,7042.95,7693.0,8310.0,8052,578.9239,0.1719,35.5561,401.1434,7684,938.8223,0.5076,156.8725,154.4598
uncertainty_alpha_2_cv_0.15,uncertainty,0,1500.0,1127.0,1502.0,1874.0,1715,339.1594,0.1736,21.1264,233.5274,1500,548.7026,0.5023,91.8836,89.2846
uncertainty_alpha_2_cv_0.15,uncertainty,1,3485.575129032448,2630.0,3485.0,4333.0,3975,770.9069,0.1696,46.8308,536.7529,3486,1234.4531,0.4994,205.5885,206.5106
uncertainty_alpha_2_cv_0.15,uncertainty,2,7624.1696040087545,5783.0,7607.0,9475.05,8786,1707.6826,0.1518,90.5053,1255.1561,7624,2708.3652,0.4932,450.9524,453.6032
uncertainty_alpha_2_cv_0.15,uncertainty,3,15532.045345369304,11783.6,15537.0,19389.199999999997,17774,3497.5374,0.1726,213.4845,2430.1149,15532,5631.4574,0.501,942.8045,917.4349
uncertainty_alpha_2_cv_0.15,uncertainty,4,28769.351464784144,21723.9,28832.5,35834.299999999996,32965,6413.3245,0.1652,374.9239,4538.705,28769,10330.5041,0.5051,1727.1205,1694.9016
uncertainty_alpha_2_cv_0.15,uncertainty,5,47018.95165191887,35301.55,46961.5,58692.49999999999,53717,10727.4988,0.1757,668.0436,7387.2808,47019,17050.8824,0.4973,2838.2742,2859.5114
uncertainty_alpha_2_cv_0.15,uncertainty,6,65449.96492169362,49136.6,65485.5,81503.2,74742,14683.7387,0.1775,900.1887,10182.7952,65450,23557.4671,0.5016,3927.8101,3918.4166
uncertainty_alpha_2_cv_0.15,uncertainty,7,76534.42539181164,57504.55,76511.5,95083.79999999999,87677,17068.2675,0.1645,972.5266,12205.6345,76534,27438.5717,0.4989,4558.0773,4648.1852
uncertainty_alpha_2_cv_0.15,uncertainty,8,78965.67800359489,59465.7,78696.5,98450.34999999996,90358,17841.3429,0.1615,1041.8233,12632.2264,78966,27950.3951,0.49,4625.332,4823.7351
uncertainty_alpha_2_cv_0.15,uncertainty,9,76643.99878695146,58600.75,76764.5,95710.59999999999,87789,17073.805,0.1643,1027.5359,11936.1255,76644,27379.3084,0.5039,4602.6198,4366.2094
uncertainty_alpha_2_cv_0.15,uncertainty,10,72592.32937512599,54854.2,72648.0,90381.5,83395,16105.0087,0.157,884.5381,11682.3182,72592,25785.8245,0.5021,4298.5074,4293.2875
uncertainty_alpha_2_cv_0.15,uncertainty,11,68124.31096961747,51550.95,68095.0,84619.65,78262,15132.4704,0.1581,822.563,11019.6554,68124,24131.7218,0.4992,4012.1049,4071.1973
uncertainty_alpha_2_cv_0.15,uncertainty,12,63714.46239356336,48044.8,63782.5,79796.5,73284,14534.5884,0.1625,839.9226,10334.9754,63714,23215.6314,0.5022,3881.7631,3806.8159
uncertainty_alpha_2_cv_0.15,uncertainty,13,59520.86249058878,44619.85,59645.0,74323.05,67896,13414.1256,0.1804,846.7995,9180.1281,59521,21672.4318,0.5049,3619.0172,3577.3458
uncertainty_alpha_2_cv_0.15,uncertainty,14,55588.7622311351,41887.9,55588.5,69259.1,63727,12458.1435,0.1671,715.0021,8883.133,55589,19960.3519,0.4998,3321.7035,3351.8344
uncertainty_alpha_2_cv_0.15,uncertainty,15,51923.08007377571,39226.9,51828.0,64560.05,59658,11726.9391,0.1593,653.0341,8461.7686,51923,18486.6035,0.4947,3068.8115,3142.546
uncertainty_alpha_2_cv_0.15,uncertainty,16,48514.28391363494,36637.45,48738.0,60592.249999999985,55571,10948.7392,0.1755,683.2708,7532.3852,48514,17890.5804,0.5122,3016.411,2808.5254
uncertainty_alpha_2_cv_0.15,uncertainty,17,45347.91784558243,34340.75,45434.5,56381.0,51924,10140.176,0.1653,597.0656,7154.848,45348,16242.9128,0.5052,2710.1884,2691.9708
uncertainty_alpha_2_cv_0.15,uncertainty,18,42408.231169760904,32037.55,42526.5,52792.05,48675,9436.2896,0.1604,531.4419,6779.0801,42408,15174.0008,0.5065,2532.2271,2512.8653
uncertainty_alpha_2_cv_0.15,uncertainty,19,39679.594177116625,29716.65,39715.5,49564.34999999999,45438,9025.6319,0.172,547.9817,6285.7234,39680,14510.1649,0.5017,2421.7372,2401.4789
uncertainty_alpha_2_cv_0.15,uncertainty,20,37147.04799450386,28033.8,37184.0,46610.2,42674,8550.083,0.1656,515.8796,5970.685,37147,13605.4528,0.5018,2279.6079,2207.4133
uncertainty_alpha_2_cv_0.15,uncertainty,21,34796.502380850645,26006.95,34854.5,43483.05,39761,7870.5574,0.1771,485.5991,5442.5619,34797,12648.6734,0.5044,2109.2851,2102.2479
uncertainty_alpha_2_cv_0.15,uncertainty,22,32614.785985581126,24444.8,32651.5,40707.34999999999,37255,7369.6332,0.1754,460.1073,5069.0967,32615,11840.6632,0.5031,1978.6123,1947.6017
uncertainty_alpha_2_cv_0.15,uncertainty,23,30589.633806974274,23082.0,30553.5,38161.399999999994,35048,6891.3444,0.1668,407.8666,4852.0114,30590,11080.3884,0.4977,1849.0406,1835.1854
uncertainty_alpha_2_cv_0.15,uncertainty,24,28709.648273698196,21517.8,28734.0,35780.05,32829,6354.9719,0.1678,375.1807,4479.0684,28710,10256.3231,0.5025,1711.9059,1696.7936
uncertainty_alpha_2_cv_0.15,uncertainty,25,26964.250104750587,20465.0,26976.0,33495.299999999996,30806,5979.0915,0.1696,357.4451,4191.866,26964,9536.4109,0.5015,1590.665,1583.0859
