scenario,group,day,mean_demand,demand_p05,demand_p50,demand_p95,optimized_capacity,optimized_expected_cost,optimized_shortage_probability,optimized_expected_shortage,optimized_expected_unused,mean_policy_capacity,mean_policy_expected_cost,mean_policy_shortage_probability,mean_policy_expected_shortage,mean_policy_expected_unused
uncertainty_alpha_2_cv_0.15,uncertainty,48,8272.566020641545,6191.95,8279.0,10337.05,9449,1875.1449,0.1724,117.1036,1289.6269,8273,2994.1239,0.5012,499.6001,496.1234
uncertainty_alpha_2_cv_0.15,uncertainty,49,7967.5376199817,6016.95,7969.5,9917.05,9116,1768.0094,0.1621,102.4207,1255.9059,7968,2807.3118,0.5006,466.9711,472.4563
uncertainty_alpha_2_cv_0.15,uncertainty,50,7683.711806588119,5759.9,7711.5,9561.099999999999,8790,1736.7122,0.1719,106.4212,1204.6062,7684,2817.6402,0.508,470.9092,463.0942
uncertainty_alpha_2_cv_0.30,uncertainty,0,1500.0,754.95,1503.5,2248.0,1929,677.757,0.1741,42.3233,466.1405,1500,1095.7818,0.5023,183.4941,178.3113
uncertainty_alpha_2_cv_0.30,uncertainty,1,3485.575129032448,1776.0,3483.5,5178.049999999999,4463,1540.4521,0.17,93.6685,1072.1096,3486,2466.0095,0.4994,410.7614,412.2025
uncertainty_alpha_2_cv_0.30,uncertainty,2,7624.1696040087545,3947.95,7587.5,11323.05,9944,3412.3564,0.152,181.1278,2506.7174,7624,5408.3034,0.4929,900.4523,906.0419
uncertainty_alpha_2_cv_0.30,uncertainty,3,15532.045345369304,8046.200000000001,15537.5,23240.399999999994,20010,6989.41,0.1727,426.9335,4854.7425,15532,11246.4248,0.5006,1882.7693,1832.5783
uncertainty_alpha_2_cv_0.30,uncertainty,4,28769.351464784144,14697.8,28886.0,42887.649999999994,37149,12816.4078,0.1652,749.8832,9066.9918,28769,20629.9596,0.5047,3448.8085,3385.9171
uncertainty_alpha_2_cv_0.30,uncertainty,5,47018.95165191887,23620.050000000003,46891.0,70346.99999999999,60398,21435.6616,0.1757,1335.8115,14756.6041,47019,34050.4016,0.497,5668.1015,5709.8941
uncertainty_alpha_2_cv_0.30,uncertainty,6,65449.96492169362,32873.200000000004,65501.5,97530.4,84009,29343.1791,0.1775,1800.2279,20342.0396,65450,47045.3561,0.5011,7843.7574,7826.5691
uncertainty_alpha_2_cv_0.30,uncertainty,7,76534.42539181164,38532.15,76465.0,113601.64999999998,98791,34107.3783,0.1645,1944.7687,24383.5348,76534,54794.4975,0.4984,9102.1219,9283.888
uncertainty_alpha_2_cv_0.30,uncertainty,8,78965.67800359489,40022.4,78403.5,117902.74999999993,101719,35651.626,0.1615,2083.6483,25233.3845,78966,55817.7012,0.4897,9236.8275,9633.5637
uncertainty_alpha_2_cv_0.30,uncertainty,9,76643.99878695146,40601.45,76862.0,114746.14999999998,98905,34118.5626,0.1643,2054.8375,23844.3751,76644,54676.181,0.5036,9191.2739,8719.8115
uncertainty_alpha_2_cv_0.30,uncertainty,10,72592.32937512599,37166.4,72682.0,108141.94999999998,94170,32184.7115,0.157,1768.8883,23340.27,72592,51495.3885,0.5016,8583.6678,8577.0495
uncertainty_alpha_2_cv_0.30,uncertainty,11,68124.31096961747,35022.95,68044.5,101087.29999999999,88373,30238.832,0.1583,1645.0769,22013.4475,68124,48189.9756,0.499,8011.7675,8131.1381
uncertainty_alpha_2_cv_0.30,uncertainty,12,63714.46239356336,32420.6,63831.0,95851.99999999999,82830,29045.3539,0.1625,1679.556,20647.5739,63714,46362.2953,0.5016,7751.7129,7603.7308
uncertainty_alpha_2_cv_0.30,uncertainty,13,59520.86249058878,29766.6,59751.5,89101.05,76248,26804.4143,0.1805,1693.5329,18336.7498,59521,43279.5795,0.5044,7227.2271,7143.444
uncertainty_alpha_2_cv_0.30,uncertainty,14,55588.7622311351,28227.75,55571.5,82907.25,71845,24890.9369,0.1671,1429.711,17742.3819,55589,39857.4771,0.4993,6633.4677,6690.1386
uncertainty_alpha_2_cv_0.30,uncertainty,15,51923.08007377571,26566.85,51717.5,77175.2,67373,23432.8938,0.1593,1305.9582,16903.1028,51923,36916.893,0.4942,6128.2914,6275.436
uncertainty_alpha_2_cv_0.30,uncertainty,16,48514.28391363494,24793.0,48947.0,72651.44999999997,62610,21880.7032,0.1755,1366.272,15049.3432,48514,35729.0744,0.512,6023.6672,5610.7384
uncertainty_alpha_2_cv_0.30,uncertainty,17,45347.91784558243,23363.55,45507.0,67396.0,58483,20264.223,0.1653,1193.9844,14294.301,45348,32438.192,0.5044,5412.1459,5377.4625
uncertainty_alpha_2_cv_0.30,uncertainty,18,42408.231169760904,21696.100000000002,42631.0,63159.05,54926,18856.0573,0.1604,1062.7154,13542.4803,42408,30301.2191,0.5062,5056.5757,5018.3406
uncertainty_alpha_2_cv_0.30,uncertainty,19,39679.594177116625,19784.3,39739.0,59432.79999999999,51181,18036.1129,0.172,1095.906,12556.5829,39680,28978.4621,0.5015,4836.4642,4796.1411
uncertainty_alpha_2_cv_0.30,uncertainty,20,37147.04799450386,18947.6,37210.5,56058.45,48187,17085.9144,0.1656,1031.6245,11927.7919,37147,27170.8044,0.5014,4552.4395,4408.6069
uncertainty_alpha_2_cv_0.30,uncertainty,21,34796.502380850645,17244.85,34902.0,52156.1,44712,15727.1188,0.1771,971.1489,10871.3743,34797,25260.0034,0.5041,4212.463,4197.6884
uncertainty_alpha_2_cv_0.30,uncertainty,22,32614.785985581126,16300.550000000001,32678.0,48787.69999999999,41882,14727.2709,0.1754,920.2677,10125.9324,32615,23646.9861,0.5028,3951.3869,3890.0516
uncertainty_alpha_2_cv_0.30,uncertainty,23,30589.633806974274,15596.9,30508.5,45720.79999999999,39495,13769.6751,0.1668,815.606,9691.6451,30590,22127.4563,0.4974,3692.7362,3663.7753
uncertainty_alpha_2_cv_0.30,uncertainty,24,28709.648273698196,14347.550000000001,28750.0,42838.149999999994,36938,12700.3292,0.1678,750.1887,8949.3857,28710,20483.7906,0.5019,3418.7656,3389.9626
uncertainty_alpha_2_cv_0.30,uncertainty,25,26964.250104750587,13983.0,26980.0,40015.54999999999,34638,11947.9846,0.1696,714.7371,8374.2991,26964,19043.5318,0.501,3176.3283,3161.8903
uncertainty_alpha_2_cv_0.30,uncertainty,26,25343.62628244003,12666.9,25210.5,38099.2,32583,11572.3683,0.1667,707.0223,8037.2568,25344,18171.6261,0.4948,3013.3986,3104.6331
uncertainty_alpha_2_cv_0.30,uncertainty,27,23838.67850246028,12241.65,23967.5,35812.1,30834,10734.4188,0.172,653.1018,7468.9098,23839,17452.6624,0.5074,2938.6424,2759.4504
uncertainty_alpha_2_cv_0.30,uncertainty,28,22440.973622976835,11480.300000000001,22427.5,33329.2,29258,9988.4381,0.1529,523.3455,7371.7106,22441,15778.2883,0.4991,2624.4872,2655.8523
uncertainty_alpha_2_cv_0.30,uncertainty,29,21142.69675801147,10926.0,21174.5,31514.199999999997,27327,9415.6169,0.1562,527.1604,6779.8149,21143,14867.3575,0.5023,2466.4505,2535.105
uncertainty_alpha_2_cv_0.30,uncertainty,30,19936.607235390104,10072.300000000001,19974.0,29689.199999999997,25799,8891.3052,0.1614,512.5522,6328.5442,19937,14248.224,0.5027,2382.372,2336.364
uncertainty_alpha_2_cv_0.30,uncertainty,31,18815.997431737283,9735.95,18832.5,28059.899999999987,24469,8371.2118,0.1637,464.6146,6048.1388,18816,13524.9222,0.5014,2265.733,2196.2572
uncertainty_alpha_2_cv_0.30,uncertainty,32,17774.65439638745,9015.650000000001,17894.0,26615.05,22878,8054.7519,0.1766,504.3251,5533.1264,17775,13033.3977,0.511,2184.5994,2110.4007
uncertainty_alpha_2_cv_0.30,uncertainty,33,16806.824129601537,8523.95,16821.0,25239.05,21709,7598.9988,0.165,453.7656,5330.1708,16807,12145.128,0.5013,2028.4538,2002.859
uncertainty_alpha_2_cv_0.30,uncertainty,34,15907.178361419696,8095.8,15982.0,23653.399999999994,20476,7074.2369,0.1729,426.9759,4939.3574,15907,11497.0541,0.5065,1925.6121,1868.9936
uncertainty_alpha_2_cv_0.30,uncertainty,35,15070.783673053393,7621.8,15010.0,22537.05,19425,6808.2671,0.1669,408.5599,4765.4676,15071,10879.6069,0.4956,1812.7832,1815.6909
uncertainty_alpha_2_cv_0.30,uncertainty,36,14293.072805226931,7269.9,14307.0,21343.249999999996,18452,6403.1512,0.1695,376.8705,4518.7987,14293,10338.5532,0.5015,1725.9375,1708.8657
uncertainty_alpha_2_cv_0.30,uncertainty,37,13569.818004386472,6937.95,13661.0,20229.0,17653,6046.1693,0.1609,337.2011,4360.1638,13570,9800.0441,0.5101,1643.3469,1583.3096
uncertainty_alpha_2_cv_0.30,uncertainty,38,12897.1062657176,6555.0,12815.0,19176.05,16647,5790.9225,0.1672,336.5708,4108.0685,12897,9191.1315,0.4905,1528.2723,1549.77
uncertainty_alpha_2_cv_0.30,uncertainty,39,12271.316340621352,6317.95,12260.5,18333.1,15847,5506.3361,0.1689,326.497,3873.8511,12271,8840.1671,0.4984,1478.1355,1449.4896
uncertainty_alpha_2_cv_0.30,uncertainty,40,11689.097385009429,5906.95,11640.0,17500.05,14999,5292.8522,0.1726,328.6579,3649.5627,11689,8349.6964,0.4924,1389.7986,1400.7034
uncertainty_alpha_2_cv_0.30,uncertainty,41,11147.349133293195,5666.95,11133.5,16593.149999999998,14372,5004.1815,0.1625,292.8119,3540.122,11147,7890.8571,0.4975,1311.4245,1333.7346
uncertainty_alpha_2_cv_0.30,uncertainty,42,10643.203491023547,5387.85,10651.5,15908.099999999999,13754,4755.734,0.163,273.5626,3387.921,10643,7646.3282,0.501,1273.8283,1277.1867
uncertainty_alpha_2_cv_0.30,uncertainty,43,10174.007446577903,5200.85,10187.0,15293.0,13039,4590.7554,0.1749,290.4882,3138.3144,10174,7331.3802,0.5021,1224.759,1207.5852
uncertainty_alpha_2_cv_0.30,uncertainty,44,9737.307209617866,5043.9,9719.0,14546.05,12585,4404.4282,0.1683,260.857,3100.1432,9737,7000.161,0.4981,1168.1458,1159.432
uncertainty_alpha_2_cv_0.30,uncertainty,45,9330.833490139685,4689.650000000001,9326.0,13822.199999999997,11991,4142.9082,0.1652,242.6285,2929.7657,9331,6596.3902,0.4995,1094.8755,1122.0127
uncertainty_alpha_2_cv_0.30,uncertainty,46,8952.487838642539,4643.95,8955.0,13374.05,11611,3971.2656,0.1583,221.3674,2864.4286,8952,6386.0564,0.5003,1066.9992,1051.0604
uncertainty_alpha_2_cv_0.30,uncertainty,47,8600.32997254991,4391.75,8600.0,12854.149999999998,10951,3867.9311,0.1746,251.5785,2610.0386,8600,6115.0617,0.4999,1017.9336,1025.3937
uncertainty_alpha_2_cv_0.30,uncertainty,48,8272.566020641545,4116.95,8282.0,12398.099999999999,10623,3746.9421,0.1724,234.0631,2576.6266,8273,5980.0583,0.5012,997.9158,990.4793
uncertainty_alpha_2_cv_0.30,uncertainty,49,7967.5376199817,4071.0,7969.0,11864.05,10261,3532.8388,0.1622,204.8879,2508.3993,7968,5606.85,0.5002,932.7231,943.2345
uncertainty_alpha_2_cv_0.30,uncertainty,50,7683.711806588119,3841.8,7737.5,11436.099999999999,9894,3470.1886,0.172,212.7138,2406.6196,7684,5627.2346,0.5078,940.5548,924.4606
cost_cu_1_co_1,cost,0,1500.0,1127.0,1502.0,1874.0,1496,181.2194,0.509,93.9092,87.3102,1500,181.1682,0.5023,91.8836,89.2846
cost_cu_1_co_1,cost,1,3468.284929071741,2617.0,3468.0,4311.0,3458,410.1253,0.5067,209.9575,200.1678,3468,410.0511,0.4996,204.9204,205.1307
cost_cu_1_co_1,cost,2,7487.874377838954,5680.0,7471.0,9306.0,7521,889.2218,0.4814,426.6603,462.5615,7488,888.387,0.4932,442.7429,445.6441
cost_cu_1_co_1,cost,3,14835.832827500017,11255.65,14840.5,18520.199999999997,14801,1777.1713,0.5074,918.0993,859.072,14836,1776.8521,0.5009,900.4397,876.4124
cost_cu_1_co_1,cost,4,26149.967410592108,19745.9,26207.5,32571.299999999996,26183,3110.2354,0.5014,1553.0876,1557.1478,26150,3110.4486,0.5051,1569.6942,1540.7544
cost_cu_1_co_1,cost,5,40012.46256928085,30040.75,39963.5,49946.399999999994,39900,4848.8525,0.5038,2471.6403,2377.2122,40012,4848.7319,0.4973,2415.58,2433.1519
cost_cu_1_co_1,cost,6,53378.2720576572,40073.85,53407.5,66471.15,53354,6399.1975,0.504,3215.5789,3183.6186,53378,6399.0611,0.5017,3203.5107,3195.5504
cost_cu_1_co_1,cost,7,63820.19142714272,47951.65,63801.0,79287.69999999998,64086,7680.2927,0.4877,3669.4957,4010.797,63820,7676.8773,0.4989,3800.788,3876.0893
cost_cu_1_co_1,cost,8,70373.54554866925,52994.75,70133.5,87738.09999999998,70450,8422.5863,0.4883,4084.8057,4337.7806,70374,8420.9353,0.49,4121.9802,4298.9551
cost_cu_1_co_1,cost,9,73172.94588495338,55946.75,73288.0,91375.59999999999,73298,8562.1957,0.4996,4331.4221,4230.7736,73173,8562.6531,0.5039,4394.1508,4168.5023
cost_cu_1_co_1,cost,10,73051.80564427393,55201.2,73108.0,90953.5,72909,8647.5505,0.5073,4397.638,4249.9125,73052,8646.1687,0.502,4325.4471,4320.7216
cost_cu_1_co_1,cost,11,71038.3986061932,53755.95,71007.5,88239.65,70982,8429.0745,0.5012,4211.7629,4217.3116,71038,8429.0725,0.4992,4183.7619,4245.3106
cost_cu_1_co_1,cost,12,67976.61342941584,51258.75,68049.5,85134.5,67988,8202.8618,0.5016,4135.4754,4067.3864,67977,8202.901,0.5021,4140.995,4061.906
cost_cu_1_co_1,cost,13,64427.03160211699,48297.8,64561.5,80449.05,64287,7791.806,0.5109,3988.5483,3803.2577,64427,7789.5472,0.5049,3917.4189,3872.1283
cost_cu_1_co_1,cost,14,60721.490945738246,45755.85,60721.0,75654.15,61103,7296.5049,0.4826,3441.1678,3855.3371,60721,7289.7391,0.5,3628.7849,3660.9542
cost_cu_1_co_1,cost,15,57043.704255172546,43094.95,56939.5,70926.1,57185,6826.2182,0.4895,3301.9124,3524.3058,57044,6823.9236,0.4947,3371.2651,3452.6585
cost_cu_1_co_1,cost,16,53490.292265785596,40394.45,53737.0,66807.34999999998,53649,6419.6737,0.5044,3244.9316,3174.7421,53490,6422.3909,0.5122,3325.7902,3096.6007
cost_cu_1_co_1,cost,17,50108.789682616225,37945.75,50204.5,62300.0,50024,5970.5788,0.5098,3037.7972,2932.7816,50109,5969.3054,0.5052,2994.6605,2974.6449
cost_cu_1_co_1,cost,18,46919.5453357036,35445.5,47050.5,58408.05,47024,5580.9291,0.501,2748.8207,2832.1084,46920,5581.7729,0.5065,2801.2426,2780.5303
cost_cu_1_co_1,cost,19,43927.977945231774,32897.65,43967.5,54871.399999999994,44091,5340.5781,0.4919,2600.2151,2740.363,43928,5339.6285,0.5017,2681.2403,2658.3882
cost_cu_1_co_1,cost,20,41131.38973953183,31040.8,41172.5,51609.25,41294,4969.06,0.4925,2443.1706,2525.8894,41131,4968.2892,0.5019,2524.2852,2444.004
cost_cu_1_co_1,cost,21,38522.76983975008,28791.9,38587.0,48139.1,38560,4662.3145,0.5018,2316.7092,2345.6053,38523,4662.5341,0.5046,2335.319,2327.2151
cost_cu_1_co_1,cost,22,36092.93453612783,27051.8,36133.5,45049.34999999999,36023,4345.6856,0.5082,2225.0886,2120.597,36093,4344.9218,0.5031,2189.7067,2155.2151
cost_cu_1_co_1,cost,23,33831.74118851179,25528.95,33791.5,42205.49999999999,33781,4074.5969,0.5008,2070.5316,2004.0653,33832,4074.7015,0.4977,2045.0839,2029.6176
cost_cu_1_co_1,cost,24,31728.779566541794,23780.75,31755.5,39542.1,31747,3767.1057,0.5005,1882.9885,1884.1172,31729,3767.1573,0.5025,1892.0143,1875.143
cost_cu_1_co_1,cost,25,29773.764207536686,22597.0,29786.5,36985.299999999996,29643,3506.3264,0.5121,1822.5931,1683.7333,29774,3504.4354,0.5015,1756.1476,1748.2878
cost_cu_1_co_1,cost,26,27956.753273371858,20953.95,27887.5,34997.149999999994,27941,3380.0186,0.4964,1672.4687,1707.5499,27957,3380.153,0.4952,1664.5359,1715.6171
cost_cu_1_co_1,cost,27,26268.265477205412,19869.8,26343.5,32870.1,26294,3143.982,0.5057,1608.5388,1535.4432,26268,3144.3286,0.5078,1621.7121,1522.6165
cost_cu_1_co_1,cost,28,24699.33654691401,18658.65,24695.5,30696.1,24801,2911.275,0.4884,1396.2854,1514.9896,24699,2910.111,0.4995,1446.7034,1463.4076
cost_cu_1_co_1,cost,29,23241.539636610203,17618.95,23263.0,28946.149999999998,23232,2753.4054,0.504,1362.6387,1390.7667,23242,2753.3334,0.5026,1357.6027,1395.7307
cost_cu_1_co_1,cost,30,21886.984277490054,16463.65,21911.0,27244.149999999998,21888,2593.8202,0.5031,1309.3059,1284.5143,21887,2593.8266,0.5032,1309.8091,1284.0175
cost_cu_1_co_1,cost,31,20628.30270351107,15644.0,20640.5,25699.499999999993,20676,2449.0659,0.4958,1220.0703,1228.9956,20628,2448.9331,0.5015,1244.0039,1204.9292
cost_cu_1_co_1,cost,32,19458.62896630576,14657.25,19526.5,24302.0,19458,2354.6798,0.5114,1198.0013,1156.6785,19459,2354.657,0.5114,1197.4899,1157.1671
cost_cu_1_co_1,cost,33,18371.57418446964,13837.95,18382.5,22984.05,18296,2207.723,0.5137,1148.7819,1058.9411,18372,2206.4678,0.5017,1110.1543,1096.3135
cost_cu_1_co_1,cost,34,17361.200001949175,13091.95,17404.5,21592.199999999997,17334,2074.4702,0.5106,1066.2001,1008.2701,17361,2073.9902,0.5069,1052.4601,1021.5301
cost_cu_1_co_1,cost,35,16421.991551636806,12356.95,16391.0,20493.05,16462,1980.5065,0.489,969.4892,1011.0173,16422,1979.9103,0.496,989.1911,990.7192
cost_cu_1_co_1,cost,36,15548.830718927184,11722.95,15558.5,19387.149999999998,15542,1871.7265,0.5028,943.6152,928.1113,15549,1871.6903,0.5022,940.0971,931.5932
cost_cu_1_co_1,cost,37,14736.970188191392,11130.95,14789.0,18356.0,14789,1754.738,0.4998,867.491,887.247,14737,1755.2418,0.5103,893.7429,861.4989
cost_cu_1_co_1,cost,38,13982.008557698378,10539.95,13939.5,17388.05,13956,1670.1402,0.4955,842.4596,827.6806,13982,1670.4934,0.4906,829.6362,840.8572
cost_cu_1_co_1,cost,39,13279.866677848036,10054.0,13276.0,16563.05,13304,1586.7487,0.4936,788.9611,797.7876,13280,1586.5467,0.4991,800.8601,785.6866
cost_cu_1_co_1,cost,40,12626.765280116586,9499.0,12602.0,15768.0,12622,1509.4698,0.4935,754.0954,755.3744,12627,1509.538,0.4926,751.6295,757.9085
cost_cu_1_co_1,cost,41,12019.20392306283,9060.95,12013.0,14957.099999999999,12020,1428.0172,0.4976,707.5875,720.4297,12019,1428.013,0.4979,708.0854,719.9276
cost_cu_1_co_1,cost,42,11453.941229931239,8621.9,11460.0,14289.05,11492,1375.0585,0.4936,667.4847,707.5738,11454,1374.8593,0.5013,686.3851,688.4742
cost_cu_1_co_1,cost,43,10927.976392516719,8252.95,10936.0,13679.0,10911,1308.4041,0.5067,667.3233,641.0808,10928,1308.2349,0.5028,658.7387,649.4962
cost_cu_1_co_1,cost,44,10438.531879351322,7919.0,10430.0,13018.0,10449,1249.4434,0.4958,621.7961,627.6473,10439,1249.3838,0.4982,626.7663,622.6175
cost_cu_1_co_1,cost,45,9983.037305316784,7496.8,9982.0,12388.05,9951,1188.4526,0.5074,602.7851,585.6675,9983,1188.2122,0.4998,586.6649,601.5473
cost_cu_1_co_1,cost,46,9559.114388138596,7255.95,9561.5,11921.05,9552,1132.4197,0.5025,573.9584,558.4613,9559,1132.3963,0.5005,570.4467,561.9496
cost_cu_1_co_1,cost,47,9164.562942964903,6918.85,9166.0,11433.099999999999,9138,1090.6858,0.5084,556.5024,534.1834,9165,1090.4476,0.5002,542.8833,547.5643
cost_cu_1_co_1,cost,48,8797.347846181832,6584.0,8804.0,10993.05,8832,1059.1466,0.4914,514.3291,544.8175,8797,1058.896,0.5015,531.7038,527.1922
cost_cu_1_co_1,cost,49,8455.586908627654,6385.0,8458.0,10525.0,8438,997.1015,0.5064,504.6743,492.4272,8456,996.9733,0.5007,495.6102,501.3631
cost_cu_1_co_1,cost,50,8137.5396110024285,6099.9,8167.0,10126.05,8146,989.0537,0.5059,494.5861,494.4676,8138,989.1659,0.508,498.6422,490.5237
cost_cu_5_co_1,cost,0,1500.0,1127.0,1502.0,1874.0,1715,339.1594,0.1736,21.1264,233.5274,1500,548.7026,0.5023,91.8836,89.2846
cost_cu_5_co_1,cost,1,3468.284929071741,2617.0,3468.0,4311.0,3955,767.0845,0.1699,46.6457,533.856,3468,1229.7327,0.4996,204.9204,205.1307
cost_cu_5_co_1,cost,2,7487.874377838954,5680.0,7471.0,9306.0,8629,1677.1578,0.1518,88.8761,1232.7773,7488,2659.3586,0.4932,442.7429,445.6441
cost_cu_5_co_1,cost,3,14835.832827500017,11255.65,14840.5,18520.199999999997,16977,3340.7669,0.1727,203.9657,2320.9384,14836,5378.6109,0.5009,900.4397,876.4124
cost_cu_5_co_1,cost,4,26149.967410592108,19745.9,26207.5,32571.299999999996,29963,5829.393,0.1652,340.8888,4124.949,26150,9389.2254,0.5051,1569.6942,1540.7544
cost_cu_5_co_1,cost,5,40012.46256928085,30040.75,39963.5,49946.399999999994,45713,9128.9125,0.1756,568.3901,6286.962,40012,14511.0519,0.4973,2415.58,2433.1519
cost_cu_5_co_1,cost,6,53378.2720576572,40073.85,53407.5,66471.15,60956,11975.4911,0.1775,734.2419,8304.2816,53378,19213.1039,0.5017,3203.5107,3195.5504
cost_cu_5_co_1,cost,7,63820.19142714272,47951.65,63801.0,79287.69999999998,73112,14232.8195,0.1645,810.9197,10178.221,63820,22880.0293,0.4989,3800.788,3876.0893
cost_cu_5_co_1,cost,8,70373.54554866925,52994.75,70133.5,87738.09999999998,80526,15900.0451,0.1615,928.5117,11257.4866,70374,24908.8561,0.49,4121.9802,4298.9551
cost_cu_5_co_1,cost,9,73172.94588495338,55946.75,73288.0,91375.59999999999,83813,16300.5663,0.1643,981.0358,11395.3873,73173,26139.2563,0.5039,4394.1508,4168.5023
cost_cu_5_co_1,cost,10,73051.80564427393,55201.2,73108.0,90953.5,83923,16206.9261,0.157,890.1086,11756.3831,73052,25947.9571,0.502,4325.4471,4320.7216
cost_cu_5_co_1,cost,11,71038.3986061932,53755.95,71007.5,88239.65,81609,15779.7417,0.1583,857.8655,11490.4142,71038,25164.1201,0.4992,4183.7619,4245.3106
cost_cu_5_co_1,cost,12,67976.61342941584,51258.75,68049.5,85134.5,78187,15506.9026,0.1625,895.9986,11026.9096,67977,24766.881,0.5021,4140.995,4061.906
cost_cu_5_co_1,cost,13,64427.03160211699,48297.8,64561.5,80449.05,73492,14519.8758,0.1805,916.6944,9936.4038,64427,23459.2228,0.5049,3917.4189,3872.1283
cost_cu_5_co_1,cost,14,60721.490945738246,45755.85,60721.0,75654.15,69611,13608.4795,0.1671,781.0517,9703.221,60721,21804.8787,0.5,3628.7849,3660.9542
cost_cu_5_co_1,cost,15,57043.704255172546,43094.95,56939.5,70926.1,65541,12883.4174,0.1593,717.504,9295.8974,57044,20308.984,0.4947,3371.2651,3452.6585
cost_cu_5_co_1,cost,16,53490.292265785596,40394.45,53737.0,66807.34999999998,61271,12071.7227,0.1755,753.3187,8305.1292,53490,19725.5517,0.5122,3325.7902,3096.6007
cost_cu_5_co_1,cost,17,50108.789682616225,37945.75,50204.5,62300.0,57375,11204.7448,0.1653,659.7934,7905.7778,50109,17947.9474,0.5052,2994.6605,2974.6449
cost_cu_5_co_1,cost,18,46919.5453357036,35445.5,47050.5,58408.05,53853,10440.1239,0.1604,587.9727,7500.2604,46920,16786.7433,0.5065,2801.2426,2780.5303
cost_cu_5_co_1,cost,19,43927.977945231774,32897.65,43967.5,54871.399999999994,50303,9991.9843,0.172,606.6394,6958.7873,43928,16064.5897,0.5017,2681.2403,2658.3882
cost_cu_5_co_1,cost,20,41131.38973953183,31040.8,41172.5,51609.25,47251,9467.154,0.1656,571.2392,6610.958,41131,15065.43,0.5019,2524.2852,2444.004
cost_cu_5_co_1,cost,21,38522.76983975008,28791.9,38587.0,48139.1,44019,8713.3875,0.1771,537.5819,6025.478,38523,14003.8101,0.5046,2335.319,2327.2151
cost_cu_5_co_1,cost,22,36092.93453612783,27051.8,36133.5,45049.34999999999,41228,8155.5614,0.1754,509.1755,5609.6839,36093,13103.7486,0.5031,2189.7067,2155.2151
cost_cu_5_co_1,cost,23,33831.74118851179,25528.95,33791.5,42205.49999999999,38763,7621.7257,0.1667,451.032,5366.5657,33832,12255.0371,0.4977,2045.0839,2029.6176
cost_cu_5_co_1,cost,24,31728.779566541794,23780.75,31755.5,39542.1,36282,7023.2625,0.1676,414.5223,4950.651,31729,11335.2145,0.5025,1892.0143,1875.143
cost_cu_5_co_1,cost,25,29773.764207536686,22597.0,29786.5,36985.299999999996,34016,6602.0714,0.1696,394.6552,4628.7954,29774,10529.0258,0.5015,1756.1476,1748.2878
cost_cu_5_co_1,cost,26,27956.753273371858,20953.95,27887.5,34997.149999999994,31955,6389.047,0.1667,389.9943,4439.0755,27957,10038.2966,0.4952,1664.5359,1715.6171
cost_cu_5_co_1,cost,27,26268.265477205412,19869.8,26343.5,32870.1,30127,5919.539,0.172,359.9391,4119.8435,26268,9631.177,0.5078,1621.7121,1522.6165
cost_cu_5_co_1,cost,28,24699.33654691401,18658.65,24695.5,30696.1,28456,5501.5344,0.1529,287.9717,4061.6759,24699,8696.9246,0.4995,1446.7034,1463.4076
cost_cu_5_co_1,cost,29,23241.539636610203,17618.95,23263.0,28946.149999999998,26645,5179.8476,0.1562,289.7866,3730.9146,23242,8183.7442,0.5026,1357.6027,1395.7307
cost_cu_5_co_1,cost,30,21886.984277490054,16463.65,21911.0,27244.149999999998,25109,4884.5634,0.1614,281.3925,3477.6009,21887,7833.063,0.5032,1309.8091,1284.0175
cost_cu_5_co_1,cost,31,20628.30270351107,15644.0,20640.5,25699.499999999993,23731,4592.1481,0.1637,254.7038,3318.6291,20628,7424.9487,0.5015,1244.0039,1204.9292
cost_cu_5_co_1,cost,32,19458.62896630576,14657.25,19526.5,24302.0,22256,4412.8854,0.1766,276.0347,3032.7119,19459,7144.6166,0.5114,1197.4899,1157.1671
cost_cu_5_co_1,cost,33,18371.57418446964,13837.95,18382.5,22984.05,21054,4156.692,0.165,248.0888,2916.248,18372,6647.085,0.5017,1110.1543,1096.3135
cost_cu_5_co_1,cost,34,17361.200001949175,13091.95,17404.5,21592.199999999997,19858,3863.9476,0.1729,232.9796,2699.0496,17361,6283.8306,0.5069,1052.4601,1021.5301
cost_cu_5_co_1,cost,35,16421.991551636806,12356.95,16391.0,20493.05,18797,3712.6627,0.167,222.6891,2599.2172,16422,5936.6747,0.496,989.1911,990.7192
cost_cu_5_co_1,cost,36,15548.830718927184,11722.95,15558.5,19387.149999999998,17814,3486.5219,0.1695,205.0043,2461.5004,15549,5632.0787,0.5022,940.0971,931.5932
cost_cu_5_co_1,cost,37,14736.970188191392,11130.95,14789.0,18356.0,16957,3286.4466,0.1609,183.1151,2370.8711,14737,5330.2134,0.5103,893.7429,861.4989
cost_cu_5_co_1,cost,38,13982.008557698378,10539.95,13939.5,17388.05,16017,3141.3194,0.1672,182.5164,2228.7374,13982,4989.0382,0.4906,829.6362,840.8572
cost_cu_5_co_1,cost,39,13279.866677848036,10054.0,13276.0,16563.05,15218,2982.0953,0.1687,176.5448,2099.3713,13280,4789.9871,0.4991,800.8601,785.6866
cost_cu_5_co_1,cost,40,12626.765280116586,9499.0,12602.0,15768.0,14416,2861.3602,0.1726,177.6802,1972.9592,12627,4516.056,0.4926,751.6295,757.9085
